time,data
-100.0000000000000,100.0000000000000
-0.0060740220707,100.0000000000000
0.1772984790517,100.0000000000000
0.3783878512504,100.0000000000000
0.5912499977147,99.8516348588466
0.8039967248234,99.4282802695616
0.9987668873060,98.5354213830479
1.2288553725854,97.2877561838778
1.4292233738119,95.7476652268704
1.5704101004826,94.1520106707319
1.7822046179081,91.7879337207768
1.9701361835746,89.0134868590352
2.0815735713535,87.0665967765535
2.2575592337211,84.0575600746665
2.3983708474863,81.6973785279607
2.6445026231865,76.9789631361748
2.8146018984213,74.0290608197305
2.9611267702859,71.2568862765519
3.1311394810040,68.1305546545920
3.2718068205748,65.4763242653607
3.4596229668857,62.4666383295989
3.6765825004719,58.5731827815724
3.9699207925901,53.6169313802660
4.3458704884398,48.2444669622990
4.6631582968336,43.8750147782942
4.9511295889189,40.0364735955232
5.3217122847357,35.7817193960915
5.8454564653611,30.2247102491722
6.4283242108645,24.6056451643731
6.9350151817080,20.4610443123899
7.6720543313809,15.5980661777835
8.3447471903374,12.2089030421181
8.9352326133068,10.0592896821855
9.6736567952462,8.0191804358264
10.3768492189055,6.5103068076386
10.8851272058877,5.6002432234388
11.7127128399859,4.4374112505949
12.4931496673438,3.6300348242818
12.8952129923856,3.2551022615028
13.4924504476544,2.8106475712822
14.4207971791435,2.0539654900374
15.2960221522430,1.5354440352505
16.1595609155934,1.3116206568643
16.9107100814818,1.0939650002900
18.8920275936100,0.3971206411857
19.0000000000000,0.3971206411857
100.0000000000000,0.3971206411857
